rmsd_l,rmsd_i,fnat,dbsa,dnonb_e,dnonb_water,dcom_distance,dhbnum,quality
0.7829646,0.3258948,0.08,1.8919999999999995,383.87199999999996,-467.0,-0.04800000000000004,-4.0,native
0.8100169,0.3157638,0.07,3.497,125.71699999999998,363.0,-0.06899999999999995,1.0,native
0.7585983,0.3053635,0.05,0.6779999999999973,260.35799999999995,63.79999999999927,-0.05799999999999983,-2.0,native
0.7780290,0.3160036,0.08,1.3219999999999992,298.539,620.9000000000015,-0.07100000000000017,-4.0,native
0.7398804,0.3119581,0.08,0.07499999999999929,389.4699999999999,340.90000000000146,-0.06800000000000006,-2.0,native
0.7778296,0.3128818,0.05,0.7739999999999974,226.58299999999997,261.2000000000007,-0.06199999999999983,-4.0,native
0.7845676,0.3120643,0.07,0.5649999999999977,302.25,193.70000000000073,-0.01200000000000001,-3.0,native
0.7577198,0.3231011,0.04,-1.8810000000000002,564.0329999999999,-126.70000000000073,-0.03500000000000014,-7.0,native
0.7778034,0.3802734,0.06,-0.9180000000000028,437.3399999999999,-266.0,-0.008000000000000007,-4.0,native
0.7560428,0.3484079,0.06,-1.1900000000000013,487.193,-528.2999999999993,0.006000000000000227,-8.0,native
0.7644075,0.3268849,0.09,0.18299999999999983,393.2339999999999,-33.599999999998545,-0.0129999999999999,-5.0,native
0.7412262,0.3002221,0.06,-1.0169999999999995,418.9939999999999,38.70000000000073,-0.039000000000000146,-6.0,native
0.8133007,0.3056692,0.06,-1.0410000000000004,598.213,-1329.5,0.01200000000000001,-8.0,native
0.8132098,0.3413886,0.06,-2.0139999999999993,522.068,-467.40000000000146,-0.028999999999999915,-7.0,native
0.8108784,0.3534614,0.05,-1.5809999999999995,554.8589999999999,-356.2000000000007,0.05699999999999994,-8.0,native
0.8390769,0.3496450,0.06,-0.11700000000000088,536.4929999999999,-982.5999999999985,0.07399999999999984,-7.0,native
0.8842970,0.3607650,0.03,0.44599999999999795,359.6569999999999,-1395.7000000000007,0.02499999999999991,-6.0,native
0.8961982,0.3502819,0.05,2.3149999999999977,390.576,-858.0,0.028999999999999915,-5.0,native
0.8686761,0.3703254,0.07,0.8969999999999985,469.60699999999997,-919.5999999999985,0.019000000000000128,-7.0,native
0.8084266,0.3417000,0.07,-3.123000000000001,507.98199999999997,-797.2000000000007,0.018000000000000238,-6.0,native
0.8578141,0.3682543,0.07,-2.1630000000000003,409.61199999999997,-1675.2999999999993,0.040999999999999925,-4.0,native
0.8103690,0.3560556,0.08,-4.962,576.267,-790.7999999999993,0.07500000000000018,-9.0,native
0.8800956,0.3644513,0.09,-4.482000000000003,677.3,-523.2999999999993,0.15500000000000025,-10.0,native
0.8066262,0.3506555,0.04,-4.966000000000001,622.749,-896.2000000000007,0.18400000000000016,-8.0,native
0.7146992,0.3342395,0.06,-4.074000000000002,605.326,-1636.7000000000007,0.1120000000000001,-9.0,native
0.6225265,0.3289557,0.05,-3.777000000000001,484.893,-975.0,0.14000000000000012,-5.0,native
0.6220346,0.3003643,0.07,-5.352,643.675,-584.4000000000015,0.1419999999999999,-10.0,native
0.7430575,0.3635044,0.05,-5.216000000000001,618.702,-1163.0,0.19799999999999995,-7.0,native
0.7067891,0.3428364,0.06,-6.038,610.689,-435.90000000000146,0.2320000000000002,-7.0,native
0.7323175,0.3490765,0.06,-6.841000000000001,662.5909999999999,-1672.2000000000007,0.15500000000000025,-8.0,native
0.7554601,0.3356737,0.06,-6.913,650.944,-623.9000000000015,0.19399999999999995,-9.0,native
0.7731341,0.3476143,0.06,-3.708000000000002,593.65,-1178.5999999999985,0.10499999999999998,-9.0,native
0.6808617,0.3540049,0.07,-5.925000000000001,618.442,-704.5999999999985,0.17099999999999982,-7.0,native
0.7631428,0.3722898,0.04,-5.457000000000001,605.52,-1177.5,0.12400000000000011,-9.0,native
0.7431744,0.3521179,0.06,-5.013999999999999,589.7929999999999,-1475.4000000000015,0.14800000000000013,-7.0,native
0.7902260,0.3623435,0.05,-5.638000000000002,526.953,-835.5,0.17200000000000015,-7.0,native
0.6483124,0.3161136,0.08,-5.102,574.3199999999999,-1237.5999999999985,0.14800000000000013,-9.0,native
0.7828454,0.3394929,0.08,-5.1320000000000014,591.344,-1061.2999999999993,0.12400000000000011,-8.0,native
0.8238708,0.3795683,0.07,-5.484999999999999,571.4739999999999,-1070.9000000000015,0.20800000000000018,-6.0,native
0.7925739,0.3514604,0.1,-5.2669999999999995,499.818,-1984.2999999999993,0.12199999999999989,-6.0,native
0.8433201,0.3366278,0.09,-4.749000000000002,605.7339999999999,-1508.4000000000015,0.13600000000000012,-8.0,native
