rmsd_l,rmsd_i,dfnat,dbsa,dnonb_e,dnonb_water,dcom_distance,dhbnum,quality
0.5243407,0.2186593,0.22,-3.8610000000000007,351.554,-911.6999999999971,0.1459999999999999,-5.0,native
0.5083320,0.2129896,0.25,-2.923,238.50900000000001,-1408.800000000003,0.15799999999999992,-4.0,native
0.5378004,0.2441151,0.14,-3.3470000000000013,240.279,-2387.5,0.20100000000000007,-3.0,native
0.6940889,0.2982828,0.17,-4.860000000000001,362.27,-2842.300000000003,0.18399999999999972,-5.0,native
0.6104870,0.2969982,0.16,-5.619,349.431,-2135.9000000000015,0.22599999999999998,-4.0,native
0.5978966,0.2691867,0.15,-4.162000000000001,126.43799999999999,-2735.5,0.16500000000000004,-2.0,native
0.6519385,0.2950520,0.13,-4.492000000000001,143.57600000000002,-1588.5,0.19899999999999984,-1.0,native
0.9335284,0.3350816,0.06,-2.673,364.58500000000004,-2570.699999999997,0.19999999999999973,-6.0,native
0.7761784,0.3532883,0.12,-4.263,44.73799999999994,-2368.800000000003,0.2869999999999999,1.0,native
0.6776040,0.2892196,0.12,-4.146000000000001,78.12,-2563.5,0.262,-2.0,native
0.7896329,0.3508775,0.09,-4.873000000000001,83.01800000000003,-1586.5,0.3009999999999997,0.0,native
0.7002567,0.2661945,0.11,-4.178000000000001,201.152,-2743.5999999999985,0.2809999999999997,-3.0,native
0.5818639,0.2747805,0.18,-2.5890000000000004,0.049999999999954525,-1930.800000000003,0.21099999999999985,-1.0,native
0.7885554,0.3542772,0.14,-4.627000000000001,34.38099999999997,-3072.5999999999985,0.21799999999999997,0.0,native
0.7864162,0.3344806,0.1,-2.3659999999999997,36.78499999999997,-2884.199999999997,0.22599999999999998,-1.0,native
0.6963430,0.3180465,0.17,-2.545,64.27599999999995,-2951.699999999997,0.11599999999999966,-1.0,native
0.6404300,0.3125083,0.16,-2.7569999999999997,70.18799999999999,-2367.300000000003,0.14500000000000002,-3.0,native
0.6788254,0.3143795,0.14,-4.827,151.149,-1264.699999999997,0.21199999999999974,-3.0,native
0.5871002,0.3102874,0.16,-3.186,49.96100000000001,-1223.0999999999985,0.06099999999999994,-1.0,native
0.6337357,0.2743840,0.16,-1.1710000000000012,-42.230999999999995,-942.0,-0.03200000000000003,0.0,native
0.4225968,0.2111743,0.13,-1.3440000000000012,30.024,-1488.5,0.0349999999999997,-1.0,native
0.4511926,0.1847287,0.53,0.10200000000000031,38.021999999999935,-251.6999999999971,0.09499999999999975,-2.0,native
0.5596126,0.2097534,0.29,-1.1560000000000006,257.52799999999996,-1531.0,-0.020000000000000018,-5.0,native
0.5195189,0.2387514,0.26,-1.8900000000000006,242.10899999999998,-499.6999999999971,0.09899999999999975,-3.0,native
0.5446636,0.1823140,0.28,-1.120000000000001,184.78699999999998,-2361.9000000000015,-0.03100000000000014,-4.0,native
0.5398067,0.1893958,0.38,-0.1850000000000005,-49.74800000000005,-299.0,-0.07699999999999996,-1.0,native
0.5664049,0.2365897,0.26,-0.7840000000000007,26.43399999999997,-1308.300000000003,0.06199999999999983,-2.0,native
0.6742288,0.2601825,0.2,-0.2789999999999999,-12.993000000000052,-869.4000000000015,-0.039000000000000146,-1.0,native
0.5543105,0.2387872,0.2,-1.2439999999999998,243.41199999999998,-1705.800000000003,0.010999999999999677,-3.0,native
0.5613124,0.2335907,0.18,-1.0899999999999999,209.41099999999994,-2535.0999999999985,-0.11400000000000032,-2.0,native
0.4338871,0.2082834,0.24,-1.9080000000000013,107.17399999999998,-1974.699999999997,-0.02499999999999991,-2.0,native
0.6161465,0.2027071,0.1,-2.615,119.56399999999996,-2219.699999999997,-0.017000000000000348,-1.0,native
0.8070244,0.2705643,0.09,-1.8120000000000012,122.00599999999997,-2207.5,-0.02499999999999991,-2.0,native
0.7127498,0.2173031,0.13,-2.6270000000000007,190.32599999999996,-556.1999999999971,-0.04300000000000015,-2.0,native
0.7886996,0.2524993,0.11,-2.9030000000000005,106.89599999999996,-1007.0999999999985,-0.06700000000000017,-2.0,native
0.6317286,0.2192830,0.11,-1.886000000000001,53.05099999999993,-922.5999999999985,-0.1030000000000002,0.0,native
0.6294410,0.1943775,0.23,-2.8100000000000005,118.30899999999997,-1110.5999999999985,0.04400000000000004,-2.0,native
0.5012857,0.1779177,0.19,-2.931000000000001,145.14499999999998,-1783.5999999999985,-0.03200000000000003,-2.0,native
0.5834671,0.2217389,0.14,-2.3710000000000004,52.414999999999964,-548.8000000000029,-0.08700000000000019,-1.0,native
0.6081508,0.2659734,0.13,-1.0340000000000007,54.48899999999992,-1477.0,-0.08099999999999996,0.0,native
0.6095002,0.2475157,0.17,-2.274000000000001,133.89599999999996,-1378.5,-0.018000000000000238,0.0,native
0.6328359,0.2218643,0.11,-1.6470000000000002,123.04499999999996,-1459.199999999997,0.06099999999999994,-1.0,native
0.3871237,0.2010028,0.39,-2.013,238.40200000000004,-891.7999999999956,0.08400000000000007,-1.0,non-native
0.4290175,0.2266912,0.24,-3.4689999999999994,358.606,-316.1999999999971,0.03500000000000014,-5.0,non-native
0.3201406,0.2127978,0.31,-3.3360000000000003,360.707,-199.90000000000146,0.06300000000000017,-1.0,non-native
0.3091331,0.2252512,0.29,-2.9339999999999993,322.342,-1002.2999999999956,0.14500000000000002,-4.0,non-native
0.4149168,0.2188552,0.22,-4.816000000000001,327.562,-945.0,0.1070000000000002,-1.0,non-native
0.4980362,0.2593285,0.14,-3.5630000000000006,462.173,-1196.0,0.09800000000000031,-7.0,non-native
0.3984994,0.2368659,0.16,-4.077999999999999,451.363,-1561.2999999999956,0.09300000000000042,-5.0,non-native
0.4958072,0.2350611,0.15,-1.5120000000000005,288.033,-591.2999999999956,-0.01599999999999957,-4.0,non-native
0.3474840,0.2180495,0.14,-0.7899999999999991,239.66200000000003,-428.5,0.017000000000000348,-3.0,non-native
0.3692790,0.2171575,0.15,-1.350999999999999,352.396,-1366.0999999999985,0.009000000000000341,-4.0,non-native
0.4605365,0.2148575,0.26,-2.0139999999999993,313.09299999999996,-364.09999999999854,-0.006999999999999673,-5.0,non-native
0.4142255,0.2029598,0.22,-0.3070000000000004,289.46500000000003,-126.69999999999709,-0.04599999999999982,-5.0,non-native
0.6613320,0.2489469,0.13,-2.007999999999999,212.966,-534.0,-0.05099999999999971,-2.0,non-native
